apartment_id,case_number,distance_miles
1,C25-1495,1.0901987323773483
1,C25-1496,1.0814351327830793
1,C25-1497,1.3068662802874578
1,C25-1498,0.979680733424879
1,C25-1499,1.5794672641628213
1,C25-1489,1.5058476893832096
1,C25-1490,1.3972376802967705
1,C25-1491,1.3972376802967705
1,C25-1492,1.494772361886219
1,C25-1493,1.5727356648126578
1,C25-1487,1.5437264564125863
1,C25-1488,1.4959464577180213
1,C25-1479,1.3931827398457481
1,C25-1480,1.5425716479666562
1,C25-1481,1.117942269260212
1,C25-1482,1.463907178489085
1,C25-1483,1.3324464544579295
1,C25-1484,1.6352297031025866
1,C25-1485,1.8332033860308852
1,C25-1486,1.584486350822322
1,C25-1470,1.4054777459538894
1,C25-1471,1.2628841602820668
1,C25-1472,1.4119582751738182
1,C25-1473,1.6385736103881645
1,C25-1474,1.4465824278946016
1,C25-1475,1.411295197780393
1,C25-1476,1.411295197780393
1,C25-1478,1.747513646666406
1,C25-1464,1.3068662802874578
1,C25-1465,2.3993775369849
1,C25-1466,1.1575949639973893
1,C25-1467,1.0110802589896386
1,C25-1468,1.3389259057983218
1,C25-1469,1.3194694550057715
1,C25-1459,1.4914464264369982
1,C25-1460,1.747513646666406
1,C25-1461,0.9372556695274947
1,C25-1462,1.350895643968393
1,C25-1463,1.3389259057983218
1,C25-1451,1.5892834923680175
1,C25-1452,1.5403751450718899
1,C25-1453,1.240435864003188
1,C25-1454,1.3731409461705022
1,C25-1455,1.0693750562447564
1,C25-1456,1.3731409461705022
1,C25-1457,1.2830692870296787
1,C25-1458,1.411295197780393
1,C25-1448,1.5794672641628213
1,C25-1449,1.0240173337516556
1,C25-1450,1.4108298691186805
1,C25-1440,1.6627298621245772
1,C25-1441,0.8986577196691685
1,C25-1442,0.992726798314211
1,C25-1444,1.3931827398457481
1,C25-1446,0.9618714444267725
1,C25-1447,1.5411677541776343
1,C25-1423,1.2358267441230841
1,C25-1424,1.5437264564125863
1,C25-1425,1.1259510243205215
1,C25-1426,1.6627298621245772
1,C25-1427,1.8814580598028114
1,C25-1428,1.4798359192789674
1,C25-1429,2.0009308382275197
1,C25-1430,1.0703403483464393
1,C25-1431,1.3731409461705022
1,C25-1432,0.9392193940234256
1,C25-1433,1.573921116380841
1,C25-1434,1.3731409461705022
1,C25-1435,1.494772361886219
1,C25-1436,1.2750360043865787
1,C25-1437,1.5848547560197697
1,C25-1438,1.5727356648126578
1,C25-1439,0.867931052456236
1,C25-1419,0.9618714444267725
1,C25-1420,1.3731409461705022
1,C25-1421,1.409595194671082
1,C25-1422,0.8986577196691685
1,C25-1408,1.0901987323773483
1,C25-1409,1.8298206362605893
1,C25-1410,1.1575949639973893
1,C25-1411,1.6385736103881645
1,C25-1412,1.3324464544579295
1,C25-1413,1.6449838856947223
1,C25-1414,1.3324464544579295
1,C25-1415,0.8986577196691685
1,C25-1416,0.979680733424879
1,C25-1417,1.4411745808638643
1,C25-1418,1.3806470148050716
1,C25-1398,1.3389259057983218
1,C25-1399,1.3731409461705022
1,C25-1400,1.6627298621245772
1,C25-1401,1.0939928746489296
1,C25-1402,1.1759831606809839
1,C25-1404,1.3324464544579295
1,C25-1405,1.4062770486612766
1,C25-1406,1.3324464544579295
1,C25-1407,1.638648968889523
1,C25-1381,1.7227075732377097
1,C25-1382,0.9553842987646132
1,C25-1383,1.584486350822322
1,C25-1374,1.1575949639973893
1,C25-1375,1.3071502325775664
1,C25-1376,1.4914464264369982
1,C25-1377,1.192358944734434
1,C25-1378,1.2285352888353023
1,C25-1379,1.3068662802874578
1,C25-1380,1.368689217362161
1,C25-1370,1.037305205794694
1,C25-1371,1.8298206362605893
1,C25-1372,1.368689217362161
1,C25-1373,1.1575949639973893
1,C25-1366,0.9392193940234256
1,C25-1367,1.0814351327830793
1,C25-1368,1.3806470148050716
1,C25-1369,1.3389259057983218
1,C25-1355,1.5086148923932536
1,C25-1356,1.1259510243205215
1,C25-1357,1.499161168712949
1,C25-1358,1.5411677541776343
1,C25-1359,1.338288535442358
1,C25-1360,1.411295197780393
1,C25-1362,1.4108298691186805
1,C25-1363,1.411295197780393
1,C25-1364,1.6667564203832281
1,C25-1365,1.1575949639973893
1,C25-1349,1.5411677541776343
1,C25-1350,1.530194926483771
1,C25-1351,1.3430166582677427
1,C25-1352,1.2504425239012742
1,C25-1353,2.8899119523200905
1,C25-1344,2.0009308382275197
1,C25-1345,0.9820606454942025
1,C25-1346,1.553844583424951
1,C25-1347,0.9506039783939562
1,C25-1348,1.463907178489085
1,C25-1336,1.9285150973230023
1,C25-1337,1.5058476893832096
1,C25-1338,1.0029620394808954
1,C25-1339,1.4864917111718066
1,C25-1340,1.1575949639973893
1,C25-1341,1.3389259057983218
1,C25-1342,1.6667564203832281
1,C25-1343,1.2457358133499052
1,C25-1324,1.0693750562447564
1,C25-1325,1.846795254431559
1,C25-1326,1.192358944734434
1,C25-1327,1.697663536945295
1,C25-1328,0.9134125126441334
1,C25-1329,1.5452046253803762
1,C25-1330,1.4864917111718066
1,C25-1331,1.8092248076384883
1,C25-1332,1.0892453869098546
1,C25-1333,1.1575949639973893
1,C25-1334,1.6216268688342863
1,C25-1335,0.9860369313234422
1,C25-1316,1.3137977180715925
1,C25-1317,1.5097323172557746
1,C25-1318,1.625815555660084
1,C25-1319,1.4914464264369982
1,C25-1320,1.4864917111718066
1,C25-1321,1.1759831606809839
1,C25-1322,1.1575949639973893
1,C25-1323,1.4405109706067543
1,C25-1310,2.0908272789010063
1,C25-1311,1.192358944734434
1,C25-1312,1.463907178489085
1,C25-1313,1.956203594309393
1,C25-1314,1.4062770486612766
1,C25-1315,1.0925035497475528
1,C25-1302,1.164042293875377
1,C25-1303,1.3068662802874578
1,C25-1304,1.2285352888353023
1,C25-1305,1.657279068991471
1,C25-1306,1.1759831606809839
1,C25-1307,1.411295197780393
1,C25-1308,1.411295197780393
1,C25-1297,1.350895643968393
1,C25-1298,1.1575949639973893
1,C25-1299,1.7510371857584976
1,C25-1300,1.4671175021384613
1,C25-1301,1.3389259057983218
1,C25-1289,1.0917013874181856
1,C25-1290,0.867931052456236
1,C25-1291,0.867931052456236
1,C25-1292,1.6627298621245772
1,C25-1293,1.3389259057983218
1,C25-1294,0.9897115782039345
1,C25-1295,1.3324464544579295
1,C25-1296,0.6433806387628235
1,C25-1284,1.653385670440614
1,C25-1285,1.1601019674734174
1,C25-1286,0.867931052456236
1,C25-1287,0.979680733424879
1,C25-1279,1.4083707180131968
1,C25-1280,0.9553842987646132
1,C25-1281,1.1759831606809839
1,C25-1282,1.0514510025299146
1,C25-1283,1.3068662802874578
1,C25-1273,1.3068662802874578
1,C25-1274,1.305300740427745
1,C25-1275,1.280833094036678
1,C25-1276,1.1160032502393178
1,C25-1277,1.499161168712949
1,C25-1278,1.4864917111718066
1,C25-1265,1.3068662802874578
1,C25-1266,1.0536988927842694
1,C25-1267,1.7941901799014635
1,C25-1268,1.3074800164382647
1,C25-1269,1.3074800164382647
1,C25-1270,1.5107080461345874
1,C25-1271,1.3324464544579295
1,C25-1272,1.5732426684580758
1,C25-1262,1.1759831606809839
1,C25-1263,1.7305486074988137
1,C25-1264,1.192358944734434
1,C25-1253,1.3806470148050716
1,C25-1254,0.867931052456236
1,C25-1255,1.6739897308017104
1,C25-1256,1.541021069052067
1,C25-1257,1.0288894438111071
1,C25-1258,1.305300740427745
1,C25-1259,1.4454348483547668
1,C25-1260,1.304646196209642
1,C25-1261,1.409595194671082
1,C25-1247,0.9553842987646132
1,C25-1248,0.9553842987646132
1,C25-1249,2.22700328838161
1,C25-1250,0.9392193940234256
1,C25-1251,1.7054067531291415
1,C25-1252,0.9506039783939562
2,C25-1588,1.7054952439965403
2,C25-1589,1.2582105056341282
2,C25-1590,1.1094293565230111
2,C25-1591,1.171529659904779
2,C25-1592,1.5168551142049835
2,C25-1593,1.8316389330813247
2,C25-1580,1.2845846995146062
2,C25-1581,2.772994702361017
2,C25-1582,1.0827084339642166
2,C25-1583,1.5346344952795343
2,C25-1584,1.0418373649335264
2,C25-1585,1.7433270777399479
2,C25-1586,1.41462968989419
2,C25-1587,1.7101808870146382
2,C25-1578,1.55391301024542
2,C25-1579,1.1056690488127185
2,C25-1577,1.8734114260932735
2,C25-1575,1.1056690488127185
2,C25-1576,1.2339111586218705
2,C25-1573,1.813188830897239
2,C25-1574,1.3951661188115958
2,C25-1571,1.1717718403966033
2,C25-1572,1.7586209190807993
2,C25-1568,2.0689901214610518
2,C25-1569,1.8316389330813247
2,C25-1570,1.0673768853559258
2,C25-1560,2.5188875890790094
2,C25-1561,1.8208635248594585
2,C25-1562,1.556236973387132
2,C25-1563,1.1546143784607914
2,C25-1565,1.2933895865688432
2,C25-1567,1.750788662410926
2,C25-1556,1.4429009909303248
2,C25-1557,1.171529659904779
2,C25-1558,1.171529659904779
2,C25-1553,0.10103701377277427
2,C25-1554,1.7590632952146381
2,C25-1555,0.6746725117409501
2,C25-1550,1.628566691789811
2,C25-1551,1.1056690488127185
2,C25-1552,1.0418373649335264
2,C25-1543,1.0418373649335264
2,C25-1544,1.2056981350432312
2,C25-1545,1.185976187671598
2,C25-1546,1.6704544892799345
2,C25-1547,1.6052591724695726
2,C25-1548,1.8208635248594585
2,C25-1549,1.8316389330813247
2,C25-1539,1.3446310806312645
2,C25-1540,1.440297583149561
2,C25-1541,1.615501651741269
2,C25-1542,1.0762388822132531
2,C25-1537,1.6818048972102135
2,C25-1538,1.41462968989419
2,C25-1526,1.41462968989419
2,C25-1527,1.4155547402684445
2,C25-1528,1.4119495898993837
2,C25-1529,1.0418373649335264
2,C25-1530,1.615501651741269
2,C25-1531,1.2104317733745755
2,C25-1532,1.3737927660829212
2,C25-1533,1.2052542785728135
2,C25-1534,1.63783591488833
2,C25-1535,1.440297583149561
2,C25-1536,1.5853161843405001
2,C25-1521,2.9325463700308663
2,C25-1522,1.1546143784607914
2,C25-1523,1.5898623201865303
2,C25-1524,1.4283021281536472
2,C25-1525,1.0762388822132531
2,C25-1517,1.2339111586218705
2,C25-1518,1.3737927660829212
2,C25-1519,1.4333969709534238
2,C25-1520,1.082424027862078
2,C25-1512,1.7722741786795286
2,C25-1513,1.6865471208345504
2,C25-1514,1.2303269574363105
2,C25-1515,1.2582105056341282
2,C25-1516,1.135025610816997
2,C25-1508,1.3737927660829212
2,C25-1510,1.8480471640998926
2,C25-1511,1.9873229318179788
2,C25-1502,1.7575453187646322
2,C25-1503,1.070729554025223
2,C25-1504,1.3737927660829212
2,C25-1505,1.7580013365190557
2,C25-1506,1.0762388822132531
2,C25-1507,1.6704544892799345
2,C25-1500,1.2339111586218705
2,C25-1501,1.9132925326593335
2,C25-1494,2.107979458154009
2,C25-1495,1.2303269574363105
2,C25-1496,1.2104317733745755
2,C25-1497,1.3737927660829212
2,C25-1498,1.1121710132574891
2,C25-1499,1.7101808870146382
2,C25-1489,1.5601689343322505
2,C25-1490,1.4535196290957537
2,C25-1491,1.4535196290957537
2,C25-1492,1.556236973387132
2,C25-1493,1.7001721722934393
2,C25-1487,1.7422830818823318
2,C25-1488,1.6953202667465488
2,C25-1479,1.5783118745502693
2,C25-1480,1.5953189944594437
2,C25-1481,1.2249207734079044
2,C25-1482,1.6620805817229436
2,C25-1483,1.4155547402684445
2,C25-1484,1.7657155641029776
2,C25-1485,1.9132925326593335
2,C25-1486,1.6865471208345504
2,C25-1470,1.5378072730478969
2,C25-1471,1.3758560583924546
2,C25-1472,1.4724934303610024
2,C25-1473,1.730538473490034
2,C25-1474,1.628814583251172
2,C25-1475,1.5197881080582722
2,C25-1476,1.5197881080582722
2,C25-1478,1.8758412469300354
2,C25-1464,1.3737927660829212
2,C25-1465,2.6017434768642533
2,C25-1466,1.2933895865688432
2,C25-1467,1.1619198636140187
2,C25-1468,1.41462968989419
2,C25-1469,1.4257452083172228
2,C25-1459,1.6110162099158976
2,C25-1460,1.8758412469300354
2,C25-1461,1.1218622443289008
2,C25-1462,1.4677016971442027
2,C25-1463,1.41462968989419
2,C25-1451,1.7722741786795286
2,C25-1452,1.542128226067011
2,C25-1453,1.3446310806312645
2,C25-1454,1.5018782909150403
2,C25-1455,1.248108399711496
2,C25-1456,1.5018782909150403
2,C25-1457,1.431391828948388
2,C25-1458,1.5197881080582722
2,C25-1448,1.7101808870146382
2,C25-1449,1.1974154623393787
2,C25-1450,1.5552031385044274
2,C25-1440,1.844602763539697
2,C25-1441,1.0673768853559258
2,C25-1442,1.1717718403966033
2,C25-1444,1.5783118745502693
2,C25-1446,1.0533752350536825
2,C25-1447,1.6704544892799345
2,C25-1423,1.2903567151319917
2,C25-1424,1.7422830818823318
2,C25-1425,1.3036647929327605
2,C25-1426,1.844602763539697
2,C25-1427,2.081526335217531
2,C25-1428,1.5796520865122392
2,C25-1429,2.0925083223293464
2,C25-1430,1.2651453462926767
2,C25-1431,1.5018782909150403
2,C25-1432,1.1110786203638046
2,C25-1433,1.6551321089254578
2,C25-1434,1.5018782909150403
2,C25-1435,1.556236973387132
2,C25-1436,1.3459072034994188
2,C25-1437,1.7054952439965403
2,C25-1438,1.7001721722934393
2,C25-1439,1.0418373649335264
2,C25-1419,1.0533752350536825
2,C25-1420,1.5018782909150403
2,C25-1421,1.6052591724695726
2,C25-1422,1.0673768853559258
2,C25-1408,1.2303269574363105
2,C25-1409,1.9135488305866175
2,C25-1410,1.2933895865688432
2,C25-1411,1.730538473490034
2,C25-1412,1.4155547402684445
2,C25-1413,1.7236182849520443
2,C25-1414,1.4155547402684445
2,C25-1415,1.0673768853559258
2,C25-1416,1.1121710132574891
2,C25-1417,1.5995860722146775
2,C25-1418,1.5742204347874376
2,C25-1398,1.41462968989419
2,C25-1399,1.5018782909150403
2,C25-1400,1.844602763539697
2,C25-1401,1.185976187671598
2,C25-1402,1.2339111586218705
2,C25-1404,1.4155547402684445
2,C25-1405,1.539310428937484
2,C25-1406,1.4155547402684445
