apartment_id,case_number,distance_miles
11,C25-1411,2.7506310809238346
11,C25-1412,2.6622813551116904
11,C25-1413,2.6294969417600473
11,C25-1414,2.6622813551116904
11,C25-1415,3.242337708762629
11,C25-1416,2.994295074230592
11,C25-1417,3.353525275932317
11,C25-1418,3.7885752681827696
11,C25-1398,2.607819848414335
11,C25-1399,3.0373483839923137
11,C25-1400,3.7726214475740636
11,C25-1401,2.7355237153075276
11,C25-1402,2.516695532786592
11,C25-1404,2.6622813551116904
11,C25-1405,3.085139956423044
11,C25-1406,2.6622813551116904
11,C25-1407,3.021162763752919
11,C25-1381,3.1840475226596703
11,C25-1382,2.9165422488970187
11,C25-1383,2.836339884589601
11,C25-1374,3.0492246828958036
11,C25-1375,2.470865214623446
11,C25-1376,2.980751140013747
11,C25-1377,2.5609340702111134
11,C25-1378,2.5813887629021353
11,C25-1379,2.5493954405511263
11,C25-1380,2.489663022930078
11,C25-1370,3.0148811260020456
11,C25-1371,2.697950702432979
11,C25-1372,2.489663022930078
11,C25-1373,3.0492246828958036
11,C25-1366,3.284225447682449
11,C25-1367,2.9837765849135947
11,C25-1368,3.7885752681827696
11,C25-1369,2.607819848414335
11,C25-1355,2.3270862403112487
11,C25-1356,3.4231997595283827
11,C25-1357,3.686087135265211
11,C25-1358,3.086939173004883
11,C25-1359,2.713475978876699
11,C25-1360,2.867713827390932
11,C25-1362,3.1956129932509962
11,C25-1363,2.867713827390932
11,C25-1364,3.1357446704959338
11,C25-1365,3.0492246828958036
11,C25-1349,3.086939173004883
11,C25-1350,3.6876737181089956
11,C25-1351,3.216113968208666
11,C25-1352,2.5713857800071427
11,C25-1353,5.007696648372826
11,C25-1344,2.81566111417515
11,C25-1345,2.9357289065313834
11,C25-1346,3.00276733315818
11,C25-1347,2.9880618181035246
11,C25-1348,3.9415966027449545
11,C25-1336,2.8241692175194753
11,C25-1337,2.431238721714594
11,C25-1338,3.275994295264187
11,C25-1339,2.8243311489326235
11,C25-1340,3.0492246828958036
11,C25-1341,2.607819848414335
11,C25-1342,3.1357446704959338
11,C25-1343,3.32326781140259
11,C25-1324,3.407414969580626
11,C25-1325,2.507189033399646
11,C25-1326,2.5609340702111134
11,C25-1327,2.1623283601310725
11,C25-1328,3.2811201361618543
11,C25-1329,4.0726340259412614
11,C25-1330,2.8243311489326235
11,C25-1331,3.540866296190967
11,C25-1332,2.767672742989253
11,C25-1333,3.0492246828958036
11,C25-1334,2.9719624927888226
11,C25-1335,3.1927276934193385
11,C25-1316,3.004598198383072
11,C25-1317,2.456971991275952
11,C25-1318,3.0682688345817426
11,C25-1319,2.980751140013747
11,C25-1320,2.8243311489326235
11,C25-1321,2.516695532786592
11,C25-1322,3.0492246828958036
11,C25-1323,2.035324314138933
11,C25-1310,1.7476351312678708
11,C25-1311,2.5609340702111134
11,C25-1312,3.9415966027449545
11,C25-1313,2.8603813609693076
11,C25-1314,3.085139956423044
11,C25-1315,2.8137668568300427
11,C25-1302,3.3282684036374293
11,C25-1303,2.5493954405511263
11,C25-1304,2.5813887629021353
11,C25-1305,3.0672237719279876
11,C25-1306,2.516695532786592
11,C25-1307,2.867713827390932
11,C25-1308,2.867713827390932
11,C25-1297,2.929084881775171
11,C25-1298,3.0492246828958036
11,C25-1299,2.8097038282001474
11,C25-1300,3.0589171393011148
11,C25-1301,2.607819848414335
11,C25-1289,3.103909207097462
11,C25-1290,3.2744978468232318
11,C25-1291,3.2744978468232318
11,C25-1292,3.7726214475740636
11,C25-1293,2.607819848414335
11,C25-1294,3.0931355604452877
11,C25-1295,2.6622813551116904
11,C25-1296,3.7360956365721427
11,C25-1284,4.094419854704146
11,C25-1285,2.9048135686721466
11,C25-1286,3.2744978468232318
11,C25-1287,2.994295074230592
11,C25-1279,2.505357581637563
11,C25-1280,2.9165422488970187
11,C25-1281,2.516695532786592
11,C25-1282,2.9454371010043503
11,C25-1283,2.5493954405511263
11,C25-1273,2.5493954405511263
11,C25-1274,2.504609340577006
11,C25-1275,2.677380819298701
11,C25-1276,3.305066190793595
11,C25-1277,3.686087135265211
11,C25-1278,2.8243311489326235
11,C25-1265,2.5493954405511263
11,C25-1266,3.3381876976973053
11,C25-1267,2.6314836223503097
11,C25-1268,2.6870231695172877
11,C25-1269,2.6870231695172877
11,C25-1270,2.3063401294923644
11,C25-1271,2.6622813551116904
11,C25-1272,4.019805384563393
11,C25-1262,2.516695532786592
11,C25-1263,2.53766417029717
11,C25-1264,2.5609340702111134
11,C25-1253,3.7885752681827696
11,C25-1254,3.2744978468232318
11,C25-1255,2.8193150116467147
11,C25-1256,2.9618448394864956
11,C25-1257,3.282822216948932
11,C25-1258,2.504609340577006
11,C25-1259,2.7902067458876414
11,C25-1260,2.5391258065530566
11,C25-1261,3.8480954858476975
11,C25-1247,2.9165422488970187
11,C25-1248,2.9165422488970187
11,C25-1249,4.709396719114513
11,C25-1250,3.284225447682449
11,C25-1251,3.105981657828178
11,C25-1252,2.9880618181035246
12,C25-1588,2.0688103357048235
12,C25-1589,1.735238077527249
12,C25-1590,1.4074242105577937
12,C25-1591,1.5152506510989223
12,C25-1592,2.015912503241523
12,C25-1593,2.178216111972342
12,C25-1580,1.689881806419985
12,C25-1581,3.146458154011112
12,C25-1582,1.43559220093343
12,C25-1583,1.9812208185281333
12,C25-1584,1.2653240356423885
12,C25-1585,2.295962011607135
12,C25-1586,1.8743326249805863
12,C25-1587,2.0471015341517997
12,C25-1578,1.9269210493383482
12,C25-1579,1.4778804896515787
12,C25-1577,2.345449309688861
12,C25-1575,1.4778804896515787
12,C25-1576,1.7227875613306678
12,C25-1573,1.833129248586349
12,C25-1574,1.8833860738606425
12,C25-1571,1.361077397903532
12,C25-1572,2.1226303686272843
12,C25-1568,2.3265911561550916
12,C25-1569,2.178216111972342
12,C25-1570,1.309592730055842
12,C25-1560,2.8627399675768337
12,C25-1561,2.1564557219364016
12,C25-1562,2.0375306676209433
12,C25-1563,1.367918515324542
12,C25-1565,1.6282501022850508
12,C25-1567,2.1021977682604116
12,C25-1556,1.7152285680638861
12,C25-1557,1.5152506510989223
12,C25-1558,1.5152506510989223
12,C25-1553,0.5807466435498237
12,C25-1554,2.019763826781427
12,C25-1555,0.3732255825268351
12,C25-1550,2.0686214338355846
12,C25-1551,1.4778804896515787
12,C25-1552,1.2653240356423885
12,C25-1543,1.2653240356423885
12,C25-1544,1.5952425304309275
12,C25-1545,1.6206132355722809
12,C25-1546,2.0121166648198856
12,C25-1547,1.6539679160503764
12,C25-1548,2.1564557219364016
12,C25-1549,2.178216111972342
12,C25-1539,1.7524272009440571
12,C25-1540,1.7948517725306798
12,C25-1541,2.082422213044567
12,C25-1542,1.4557972471467093
12,C25-1537,1.8212796401325293
12,C25-1538,1.8743326249805863
12,C25-1526,1.8743326249805863
12,C25-1527,1.8624964168725666
12,C25-1528,1.6850841605615843
12,C25-1529,1.2653240356423885
12,C25-1530,2.082422213044567
12,C25-1531,1.5658874395676503
12,C25-1532,1.8480748388156214
12,C25-1533,1.6748032047558459
12,C25-1534,2.1109361912102496
12,C25-1535,1.7948517725306798
12,C25-1536,2.083896644782896
12,C25-1521,3.007376032358927
12,C25-1522,1.367918515324542
12,C25-1523,2.10301248216053
12,C25-1524,1.9132648437527187
12,C25-1525,1.4557972471467093
12,C25-1517,1.7227875613306678
12,C25-1518,1.8480748388156214
12,C25-1519,1.9942912300021138
12,C25-1520,1.3620938340332205
12,C25-1512,1.9058172313866077
12,C25-1513,2.0929708983477657
12,C25-1514,1.5557851626924986
12,C25-1515,1.735238077527249
12,C25-1516,1.5263676169775773
12,C25-1508,1.8480748388156214
12,C25-1510,2.2223031757653655
12,C25-1511,2.4239640342748765
12,C25-1502,2.3321590406334245
12,C25-1503,1.4395873550704548
12,C25-1504,1.8480748388156214
12,C25-1505,2.15271953971448
12,C25-1506,1.4557972471467093
12,C25-1507,2.0121166648198856
12,C25-1500,1.7227875613306678
12,C25-1501,2.3607420952553992
12,C25-1494,2.046365783250572
12,C25-1495,1.5557851626924986
12,C25-1496,1.5658874395676503
12,C25-1497,1.8480748388156214
12,C25-1498,1.4628031882692911
12,C25-1499,2.0471015341517997
12,C25-1489,2.0520763445374524
12,C25-1490,1.9432034417851134
12,C25-1491,1.9432034417851134
12,C25-1492,2.0375306676209433
12,C25-1493,2.0461286330324615
12,C25-1487,1.751539633035067
12,C25-1488,1.696427848805556
12,C25-1479,1.7080341011931115
12,C25-1480,2.0893145323079354
12,C25-1481,1.6296811089144625
12,C25-1482,1.6804918136408846
12,C25-1483,1.8624964168725666
12,C25-1484,2.102082030292535
12,C25-1485,2.3607420952553992
12,C25-1486,2.0929708983477657
12,C25-1470,1.87446369554192
12,C25-1471,1.7641587836139483
12,C25-1472,1.9557680110943079
12,C25-1473,2.1571041687852976
12,C25-1474,1.7731054707046787
12,C25-1475,1.915011656894588
12,C25-1476,1.915011656894588
12,C25-1478,2.215978043790145
12,C25-1464,1.8480748388156214
12,C25-1465,2.511680020603501
12,C25-1466,1.6282501022850508
12,C25-1467,1.4592982922820519
12,C25-1468,1.8743326249805863
12,C25-1469,1.8275534139325134
12,C25-1459,1.978820887430708
12,C25-1460,2.215978043790145
12,C25-1461,1.286626355455638
12,C25-1462,1.8451637312640612
12,C25-1463,1.8743326249805863
12,C25-1451,1.9058172313866077
12,C25-1452,2.0955405278469597
12,C25-1453,1.7524272009440571
12,C25-1454,1.849047456443109
12,C25-1455,1.4331701422092162
12,C25-1456,1.849047456443109
12,C25-1457,1.724599758331437
12,C25-1458,1.915011656894588
12,C25-1448,2.0471015341517997
12,C25-1449,1.4107321032933475
12,C25-1450,1.856534836938043
12,C25-1440,1.9817918884140506
12,C25-1441,1.309592730055842
12,C25-1442,1.361077397903532
12,C25-1444,1.7080341011931115
12,C25-1446,1.4916390460867541
12,C25-1447,2.0121166648198856
12,C25-1423,1.7836059394152348
12,C25-1424,1.751539633035067
12,C25-1425,1.489904921511313
12,C25-1426,1.9817918884140506
12,C25-1427,2.054391671866497
12,C25-1428,1.9923424225698485
12,C25-1429,2.516318162036305
12,C25-1430,1.3467370947834476
12,C25-1431,1.849047456443109
12,C25-1432,1.3373315075781413
12,C25-1433,2.1027854024259924
12,C25-1434,1.849047456443109
12,C25-1435,2.0375306676209433
12,C25-1436,1.8142393783819413
12,C25-1437,2.0688103357048235
12,C25-1438,2.0461286330324615
12,C25-1439,1.2653240356423885
12,C25-1419,1.4916390460867541
12,C25-1420,1.849047456443109
12,C25-1421,1.6539679160503764
12,C25-1422,1.309592730055842
12,C25-1408,1.5557851626924986
12,C25-1409,2.3542309334159994
12,C25-1410,1.6282501022850508
12,C25-1411,2.1571041687852976
12,C25-1412,1.8624964168725666
12,C25-1413,2.175251698861266
12,C25-1414,1.8624964168725666
12,C25-1415,1.309592730055842
12,C25-1416,1.4628031882692911
12,C25-1417,1.8522807284968819
12,C25-1418,1.6437896566939314
12,C25-1398,1.8743326249805863
12,C25-1399,1.849047456443109
12,C25-1400,1.9817918884140506
12,C25-1401,1.6206132355722809
12,C25-1402,1.7227875613306678
12,C25-1404,1.8624964168725666
12,C25-1405,1.8740078220077765
12,C25-1406,1.8624964168725666
12,C25-1407,2.1226303686272843
12,C25-1381,2.1834379384063443
12,C25-1382,1.4557972471467093
12,C25-1383,2.0929708983477657
12,C25-1374,1.6282501022850508
12,C25-1375,1.8541590723136976
12,C25-1376,1.978820887430708
12,C25-1377,1.735238077527249
12,C25-1378,1.768713017288828
12,C25-1379,1.8480748388156214
12,C25-1380,1.9132648437527187
12,C25-1370,1.5152506510989223
12,C25-1371,2.3542309334159994
12,C25-1372,1.9132648437527187
12,C25-1373,1.6282501022850508
12,C25-1366,1.3373315075781413
12,C25-1367,1.5658874395676503
12,C25-1368,1.6437896566939314
12,C25-1369,1.8743326249805863
12,C25-1355,2.059991889601246
12,C25-1356,1.489904921511313
12,C25-1357,1.8212796401325293
12,C25-1358,2.0121166648198856
12,C25-1359,1.8625466126821126
12,C25-1360,1.915011656894588
12,C25-1362,1.856534836938043
12,C25-1363,1.915011656894588
12,C25-1364,2.1334342716232597
12,C25-1365,1.6282501022850508
12,C25-1349,2.0121166648198856
12,C25-1350,1.8563461648833393
12,C25-1351,1.7813208413272863
12,C25-1352,1.7909975773906088
12,C25-1353,3.0768779650875575
12,C25-1344,2.516318162036305
12,C25-1345,1.4778804896515787
12,C25-1346,2.038842925346003
12,C25-1347,1.43559220093343
12,C25-1348,1.6804918136408846
12,C25-1336,2.4419936837086054
12,C25-1337,2.0520763445374524
12,C25-1338,1.4077780974047311
12,C25-1339,1.9961552387536492
12,C25-1340,1.6282501022850508
12,C25-1341,1.8743326249805863
12,C25-1342,2.1334342716232597
12,C25-1343,1.6514454914060606
12,C25-1324,1.4331701422092162
12,C25-1325,2.3858159140158466
12,C25-1326,1.735238077527249
12,C25-1327,2.2522272443929188
12,C25-1328,1.3110616607908723
12,C25-1329,1.7239991005900344
12,C25-1330,1.9961552387536492
12,C25-1331,2.206021455441331
12,C25-1332,1.6115304407241167
12,C25-1333,1.6282501022850508
12,C25-1334,2.1124649959712323
12,C25-1335,1.4166498306153925
12,C25-1316,1.7948517725306798
12,C25-1317,2.054335111125984
12,C25-1318,2.1021977682604116
12,C25-1319,1.978820887430708
12,C25-1320,1.9961552387536492
12,C25-1321,1.7227875613306678
12,C25-1322,1.6282501022850508
12,C25-1323,1.9942912300021138
12,C25-1310,2.6444880960241655
12,C25-1311,1.735238077527249
12,C25-1312,1.6804918136408846
12,C25-1313,2.4664624040093686
12,C25-1314,1.8740078220077765
12,C25-1315,1.6077730273679798
12,C25-1302,1.56263890428362
12,C25-1303,1.8480748388156214
12,C25-1304,1.768713017288828
12,C25-1305,2.1346975597445588
12,C25-1306,1.7227875613306678
12,C25-1307,1.915011656894588
12,C25-1308,1.915011656894588
12,C25-1297,1.8451637312640612
12,C25-1298,1.6282501022850508
12,C25-1299,2.2638787070588564
12,C25-1300,1.9410520983080317
12,C25-1301,1.8743326249805863
12,C25-1289,1.548968910436701
12,C25-1290,1.2653240356423885
12,C25-1291,1.2653240356423885
12,C25-1292,1.9817918884140506
12,C25-1293,1.8743326249805863
12,C25-1294,1.4485541706932155
12,C25-1295,1.8624964168725666
12,C25-1296,0.33729738961595185
12,C25-1284,1.8533500514586947
12,C25-1285,1.6590161027350767
12,C25-1286,1.2653240356423885
12,C25-1287,1.4628031882692911
12,C25-1279,1.9511473550500333
12,C25-1280,1.4557972471467093
12,C25-1281,1.7227875613306678
12,C25-1282,1.544055065251156
12,C25-1283,1.8480748388156214
12,C25-1273,1.8480748388156214
12,C25-1274,1.8500213070699152
12,C25-1275,1.8101472766770001
12,C25-1276,1.5184662887970715
12,C25-1277,1.8212796401325293
12,C25-1278,1.9961552387536492
12,C25-1265,1.8480748388156214
12,C25-1266,1.4408499745054586
12,C25-1267,2.3241530798025427
12,C25-1268,1.8352398174122928
12,C25-1269,1.8352398174122928
12,C25-1270,2.0628612317444706
12,C25-1271,1.8624964168725666
12,C25-1272,1.7840205042676776
12,C25-1262,1.7227875613306678
12,C25-1263,2.267793156474094
12,C25-1264,1.735238077527249
12,C25-1253,1.6437896566939314
12,C25-1254,1.2653240356423885
12,C25-1255,2.1851028809210002
12,C25-1256,2.032018214435495
12,C25-1257,1.432977069478739
12,C25-1258,1.8500213070699152
12,C25-1259,1.9594780474308697
12,C25-1260,1.8467374708094746
12,C25-1261,1.6539679160503764
12,C25-1247,1.4557972471467093
12,C25-1248,1.4557972471467093
12,C25-1249,2.3367848442461585
12,C25-1250,1.3373315075781413
12,C25-1251,2.178216111972342
12,C25-1252,1.43559220093343
13,C25-1588,3.169478305107561
13,C25-1589,2.7411664466383345
13,C25-1590,3.315877555684559
13,C25-1591,3.200488554423534
13,C25-1592,2.5652400602894914
13,C25-1593,3.2558637461206974
13,C25-1580,3.0061669246373763
13,C25-1581,3.4144880076486728
13,C25-1582,3.1777537279514454
13,C25-1583,2.818983395442738
13,C25-1584,3.4699615857684982
13,C25-1585,2.129677687029682
13,C25-1586,2.7783163216909736
13,C25-1587,3.2702871233327495
13,C25-1578,3.1180416872866865
13,C25-1579,3.123925813035211
13,C25-1577,2.661058014663463
13,C25-1575,3.123925813035211
13,C25-1576,2.698806911585083
13,C25-1573,4.209721696982363
13,C25-1574,2.6530115764543374
13,C25-1571,3.56659262997744
13,C25-1572,3.173944485807796
13,C25-1568,3.6617656236341634
13,C25-1569,3.2558637461206974
13,C25-1570,3.436055493174987
13,C25-1560,3.4695227759216105
13,C25-1561,3.296648372027083
13,C25-1562,2.6494384901329084
13,C25-1563,3.5126810269365287
13,C25-1565,3.229038737709625
13,C25-1567,3.2224139585723472
13,C25-1556,3.4284055802443514
13,C25-1557,3.200488554423534
13,C25-1558,3.200488554423534
13,C25-1553,3.2467499181660653
13,C25-1554,3.544246867316012
13,C25-1555,3.8431472396908064
13,C25-1550,2.841050731687316
13,C25-1551,3.123925813035211
13,C25-1552,3.4699615857684982
13,C25-1543,3.4699615857684982
13,C25-1544,3.064660620646994
13,C25-1545,2.919048994821455
13,C25-1546,3.2463028778695415
13,C25-1547,4.031888955763626
13,C25-1548,3.296648372027083
13,C25-1549,3.2558637461206974
13,C25-1539,2.9922976311470477
13,C25-1540,3.1759310105466927
13,C25-1541,2.7127231487549053
13,C25-1542,3.106064994981611
13,C25-1537,3.8601970539563957
13,C25-1538,2.7783163216909736
13,C25-1526,2.7783163216909736
13,C25-1527,2.832664669856411
13,C25-1528,3.4199840658060348
13,C25-1529,3.4699615857684982
13,C25-1530,2.7127231487549053
13,C25-1531,3.1671233208292944
13,C25-1532,2.722671684682202
13,C25-1533,2.786287425180519
13,C25-1534,2.678034901156977
13,C25-1535,3.1759310105466927
13,C25-1536,2.5505081018692195
13,C25-1521,4.774904786148258
13,C25-1522,3.5126810269365287
13,C25-1523,2.464766906225516
13,C25-1524,2.6598686260471873
13,C25-1525,3.106064994981611
13,C25-1517,2.698806911585083
13,C25-1518,2.722671684682202
13,C25-1519,2.2151925406764454
13,C25-1520,3.356455853524815
13,C25-1512,3.916240232797662
13,C25-1513,2.9908974046408336
13,C25-1514,3.252395624196187
13,C25-1515,2.7411664466383345
13,C25-1516,3.065915576987542
13,C25-1508,2.722671684682202
13,C25-1510,3.144751589721617
13,C25-1511,2.861403089846282
13,C25-1502,1.9057674258386192
13,C25-1503,3.1358987428822953
13,C25-1504,2.722671684682202
13,C25-1505,3.045974408040888
13,C25-1506,3.106064994981611
13,C25-1507,3.2463028778695415
13,C25-1500,2.698806911585083
13,C25-1501,2.79907347400014
13,C25-1494,4.579739601121096
13,C25-1495,3.252395624196187
13,C25-1496,3.1671233208292944
13,C25-1497,2.722671684682202
13,C25-1498,3.1826194378899304
13,C25-1499,3.2702871233327495
13,C25-1489,2.5929590011937846
13,C25-1490,2.6303562831321328
13,C25-1491,2.6303562831321328
13,C25-1492,2.6494384901329084
13,C25-1493,3.2350756461631773
13,C25-1487,4.1911257422850445
13,C25-1488,4.180416354550062
13,C25-1479,3.838976231646708
13,C25-1480,2.5737074748495568
13,C25-1481,3.013992958686958
13,C25-1482,4.125822363831028
13,C25-1483,2.832664669856411
13,C25-1484,3.2825860929331285
13,C25-1485,2.79907347400014
13,C25-1486,2.9908974046408336
13,C25-1470,3.2452969706577233
13,C25-1471,3.059599329526661
13,C25-1472,2.6573793889025374
13,C25-1473,2.901393847247714
13,C25-1474,3.8253399389587006
13,C25-1475,3.032899245016929
13,C25-1476,3.032899245016929
13,C25-1478,3.290621729883501
13,C25-1464,2.722671684682202
13,C25-1465,5.007544769970142
13,C25-1466,3.229038737709625
13,C25-1467,3.321298765763561
13,C25-1468,2.7783163216909736
13,C25-1469,3.0094579899107483
13,C25-1459,3.1418915535843706
13,C25-1460,3.290621729883501
13,C25-1461,3.601437478099448
13,C25-1462,3.0979558244009535
13,C25-1463,2.7783163216909736
13,C25-1451,3.916240232797662
13,C25-1452,2.214027656480781
13,C25-1453,2.9922976311470477
13,C25-1454,3.2056810678754672
13,C25-1455,3.5960554936104256
13,C25-1456,3.2056810678754672
13,C25-1457,3.3663535664834043
13,C25-1458,3.032899245016929
13,C25-1448,3.2702871233327495
13,C25-1449,3.5221845821569246
13,C25-1450,3.3637161541408886
13,C25-1440,3.940576703946029
13,C25-1441,3.436055493174987
13,C25-1442,3.56659262997744
13,C25-1444,3.838976231646708
13,C25-1446,2.9361416804740217
13,C25-1447,3.2463028778695415
13,C25-1423,2.6611255209064
13,C25-1424,4.1911257422850445
13,C25-1425,3.6095003716913143
13,C25-1426,3.940576703946029
13,C25-1427,4.484329628415225
13,C25-1428,2.962837990037716
13,C25-1429,2.9419961893727224
13,C25-1430,3.805898990780733
13,C25-1431,3.2056810678754672
13,C25-1432,3.476706456907153
13,C25-1433,2.803527024314325
13,C25-1434,3.2056810678754672
13,C25-1435,2.6494384901329084
13,C25-1436,2.7552328970935673
13,C25-1437,3.169478305107561
13,C25-1438,3.2350756461631773
13,C25-1439,3.4699615857684982
13,C25-1419,2.9361416804740217
13,C25-1420,3.2056810678754672
13,C25-1421,4.031888955763626
13,C25-1422,3.436055493174987
13,C25-1408,3.252395624196187
13,C25-1409,2.8354594552395893
13,C25-1410,3.229038737709625
13,C25-1411,2.901393847247714
13,C25-1412,2.832664669856411
13,C25-1413,2.7797866165449676
13,C25-1414,2.832664669856411
13,C25-1415,3.436055493174987
13,C25-1416,3.1826194378899304
13,C25-1417,3.522669224243662
13,C25-1418,3.971908879026129
13,C25-1398,2.7783163216909736
13,C25-1399,3.2056810678754672
13,C25-1400,3.940576703946029
13,C25-1401,2.919048994821455
13,C25-1402,2.698806911585083
13,C25-1404,2.832664669856411
13,C25-1405,3.25210675271173
13,C25-1406,2.832664669856411
13,C25-1407,3.173944485807796
13,C25-1381,3.3341730254705686
13,C25-1382,3.106064994981611
13,C25-1383,2.9908974046408336
13,C25-1374,3.229038737709625
13,C25-1375,2.645504512396553
13,C25-1376,3.1418915535843706
13,C25-1377,2.7411664466383345
13,C25-1378,2.759067203431351
13,C25-1379,2.722671684682202
13,C25-1380,2.6598686260471873
13,C25-1370,3.200488554423534
13,C25-1371,2.8354594552395893
13,C25-1372,2.6598686260471873
13,C25-1373,3.229038737709625
13,C25-1366,3.476706456907153
13,C25-1367,3.1671233208292944
13,C25-1368,3.971908879026129
13,C25-1369,2.7783163216909736
13,C25-1355,2.490624825143485
13,C25-1356,3.6095003716913143
13,C25-1357,3.8601970539563957
13,C25-1358,3.2463028778695415
13,C25-1359,2.883161469128254
13,C25-1360,3.032899245016929
13,C25-1362,3.3637161541408886
13,C25-1363,3.032899245016929
13,C25-1364,3.288416162533761
13,C25-1365,3.229038737709625
13,C25-1349,3.2463028778695415
13,C25-1350,3.8601945772996156
13,C25-1351,3.388120129349725
13,C25-1352,2.7478693308119055
13,C25-1353,5.155435968406233
13,C25-1344,2.9419961893727224
13,C25-1345,3.123925813035211
13,C25-1346,3.1604382940294355
13,C25-1347,3.1777537279514454
13,C25-1348,4.125822363831028
13,C25-1336,2.955750485565264
13,C25-1337,2.5929590011937846
13,C25-1338,3.4654934086793694
13,C25-1339,2.9849072343431597
13,C25-1340,3.229038737709625
13,C25-1341,2.7783163216909736
13,C25-1342,3.288416162533761
13,C25-1343,3.501919547588088
13,C25-1324,3.5960554936104256
13,C25-1325,2.643144686385332
13,C25-1326,2.7411664466383345
13,C25-1327,2.314842233378253
13,C25-1328,3.474696579342336
13,C25-1329,4.257499636755371
13,C25-1330,2.9849072343431597
13,C25-1331,3.693903293442605
13,C25-1332,2.9511702201126417
13,C25-1333,3.229038737709625
13,C25-1334,3.1252399182136403
13,C25-1335,3.3819782340529634
13,C25-1316,3.1759310105466927
13,C25-1317,2.6180235460905594
13,C25-1318,3.2224139585723472
13,C25-1319,3.1418915535843706
13,C25-1320,2.9849072343431597
13,C25-1321,2.698806911585083
13,C25-1322,3.229038737709625
13,C25-1323,2.2151925406764454
13,C25-1310,1.8748391621092315
13,C25-1311,2.7411664466383345
13,C25-1312,4.125822363831028
13,C25-1313,2.990456410908572
13,C25-1314,3.25210675271173
13,C25-1315,2.9967799146555665
13,C25-1302,3.5110103965267307
13,C25-1303,2.722671684682202
13,C25-1304,2.759067203431351
13,C25-1305,3.2194635112013357
13,C25-1306,2.698806911585083
13,C25-1307,3.032899245016929
13,C25-1308,3.032899245016929
13,C25-1297,3.0979558244009535
13,C25-1298,3.229038737709625
13,C25-1299,2.9533116901126433
13,C25-1300,3.2221996744366037
13,C25-1301,2.7783163216909736
13,C25-1289,3.287373342469371
13,C25-1290,3.4699615857684982
13,C25-1291,3.4699615857684982
13,C25-1292,3.940576703946029
13,C25-1293,2.7783163216909736
13,C25-1294,3.2813807448359933
13,C25-1295,2.832664669856411
13,C25-1296,3.9615417756768125
13,C25-1284,4.274230242149203
13,C25-1285,3.084024384696099
13,C25-1286,3.4699615857684982
13,C25-1287,3.1826194378899304
13,C25-1279,2.672664356315275
13,C25-1280,3.106064994981611
13,C25-1281,2.698806911585083
13,C25-1282,3.1302218581745582
13,C25-1283,2.722671684682202
13,C25-1273,2.722671684682202
13,C25-1274,2.678726542520643
13,C25-1275,2.8507585040766523
13,C25-1276,3.4897337782057183
13,C25-1277,3.8601970539563957
13,C25-1278,2.9849072343431597
13,C25-1265,2.722671684682202
13,C25-1266,3.526310534304536
13,C25-1267,2.7713095634848437
13,C25-1268,2.8587280681602194
13,C25-1269,2.8587280681602194
13,C25-1270,2.470209017925202
13,C25-1271,2.832664669856411
13,C25-1272,4.2010945039767815
13,C25-1262,2.698806911585083
13,C25-1263,2.682185260625874
13,C25-1264,2.7411664466383345
13,C25-1253,3.971908879026129
13,C25-1254,3.4699615857684982
13,C25-1255,2.9680629209031015
13,C25-1256,3.119899716327103
13,C25-1257,3.4712307560292532
13,C25-1258,2.678726542520643
13,C25-1259,2.9532320948148096
13,C25-1260,2.71270239296115
13,C25-1261,4.031888955763626
13,C25-1247,3.106064994981611
13,C25-1248,3.106064994981611
13,C25-1249,4.883719380154342
13,C25-1250,3.476706456907153
13,C25-1251,3.2558637461206974
13,C25-1252,3.1777537279514454
14,C25-1588,1.8066351406340893
14,C25-1589,1.2121983170263475
14,C25-1590,1.450057082815586
14,C25-1591,1.424875629205414
14,C25-1592,1.3439956237440314
14,C25-1593,1.9432872119511888
14,C25-1580,1.3951328794755657
14,C25-1581,2.7410908787185426
14,C25-1582,1.3486331227358517
14,C25-1583,1.4958400724304015
14,C25-1584,1.4964473164546965
14,C25-1585,1.3437794619811854
14,C25-1586,1.3710274815973817
14,C25-1587,1.8572668912953598
14,C25-1578,1.6644585231826596
14,C25-1579,1.331568385782903
14,C25-1577,1.7139960940340728
14,C25-1575,1.331568385782903
14,C25-1576,1.1629585071285593
14,C25-1573,2.3475097873194417
14,C25-1574,1.2813358448334606
14,C25-1571,1.631431062152522
14,C25-1572,1.8499051233864203
14,C25-1568,2.294027615951865
14,C25-1569,1.9432872119511888
14,C25-1570,1.4928120427109517
14,C25-1560,2.5604292211247945
14,C25-1561,1.9532223866708316
14,C25-1562,1.4255856661022643
14,C25-1563,1.5911987116187782
14,C25-1565,1.5281643589794656
14,C25-1567,1.8660922048914652
14,C25-1556,1.739300296665969
14,C25-1557,1.424875629205414
14,C25-1558,1.424875629205414
14,C25-1553,0.8875700320036733
14,C25-1554,2.0186844507524873
14,C25-1555,1.4939837092429091
14,C25-1550,1.5865494841607026
14,C25-1551,1.331568385782903
14,C25-1552,1.4964473164546965
14,C25-1543,1.4964473164546965
14,C25-1544,1.3691588263242198
14,C25-1545,1.2642439094900064
14,C25-1546,1.8159619084186553
14,C25-1547,2.1349030492611885
14,C25-1548,1.9532223866708316
14,C25-1549,1.9432872119511888
14,C25-1539,1.4343283917529022
